case,num_errors,error_dict,fidelity,alpha,beta,alpha_rec,beta_rec
578,1,{4: 'Y'},1.0,0.3392639533793437,(-0.9123955470602315-0.2289854485378477j),(0.3392639533793436+0j),(-0.9123955470602315-0.22898544853784772j)
579,3,"{8: 'Y', 3: 'Y', 4: 'Z'}",0.0,0.25253203780825934,(0.847399320719325-0.46705670011769934j),0j,0j
580,2,"{8: 'Y', 6: 'Y'}",0.34800661779710396,0.8916055341999066,(-0.22439002560857355+0.39330482808056505j),(-0.8916055341999067+0j),(-0.22439002560857357+0.39330482808056505j)
581,3,"{3: 'Z', 0: 'Y', 4: 'Y'}",0.0,0.4659909153887039,(-0.758455328996592+0.4556292140456638j),0j,0j
582,2,"{8: 'Z', 0: 'X'}",0.0,0.6917638720073416,(0.7181247917300325-0.07589156005846566j),0j,0j
583,2,"{5: 'X', 2: 'Z'}",0.0,0.8971719495207862,(-0.3541832994770138+0.26388763397447756j),0j,0j
584,2,"{6: 'Z', 1: 'Y'}",0.0,0.2775535894475744,(0.4317830692529857-0.8582117373301525j),0j,0j
585,3,"{0: 'X', 1: 'Y', 3: 'Z'}",0.0,0.7425068268887011,(-0.5116370655206072+0.432332193121371j),0j,0j
586,3,"{4: 'Z', 1: 'X', 2: 'Y'}",0.0,0.8079929161912232,(-0.5262879380228093-0.2648932873375667j),0j,0j
587,3,"{6: 'X', 4: 'X', 5: 'X'}",0.0,0.9984990314956408,(-0.016565788613722262+0.052204010860018205j),0j,0j
588,1,{3: 'X'},1.0,0.9977512425631492,(-0.05410891028217457+0.03955608413085571j),(0.9977512425631493+0j),(-0.05410891028217461+0.03955608413085572j)
589,1,{6: 'Z'},1.0,0.9092552047165755,(-0.276888715706069-0.3107854755461749j),(0.9092552047165755+0j),(-0.27688871570606904-0.3107854755461749j)
590,3,"{1: 'Z', 7: 'Z', 0: 'X'}",0.0,0.8502007275679057,(-0.4086651645445162+0.33189080452885006j),0j,0j
591,2,"{2: 'Z', 5: 'Z'}",0.5267465469448467,0.8182011079438668,(0.4435175297632435-0.36584033095346297j),(0.44351752976324343-0.36584033095346297j),(0.8182011079438668+0j)
592,3,"{4: 'Y', 5: 'Z', 2: 'Y'}",0.0,0.7135087610199142,(0.6804152498815327-0.1671536289659256j),0j,0j
593,3,"{4: 'X', 6: 'Y', 5: 'X'}",0.0,0.5721428719609922,(-0.7662388467868272+0.29245608856548155j),0j,0j
594,2,"{7: 'Z', 0: 'Z'}",0.6523928293046491,0.48080580115546256,(0.8399528244146907+0.25160491714797123j),(0.8399528244146909+0.2516049171479713j),(0.4808058011554627+0j)
595,3,"{5: 'Z', 3: 'Z', 8: 'X'}",1.0000000000000004,0.48894955380767663,(-0.40943369422415976-0.7702547525755561j),(0.4889495538076768+0j),(-0.4094336942241598-0.7702547525755563j)
596,1,{7: 'X'},1.0,0.14896534053712843,(0.9876461780575235+0.048624626343283156j),(0.1489653405371285+0j),(0.9876461780575236+0.04862462634328316j)
597,1,{2: 'X'},1.0,0.9008407975777427,(-0.3734142136052745-0.22146711380485098j),(0.9008407975777428+0j),(-0.3734142136052745-0.22146711380485098j)
598,2,"{1: 'Z', 0: 'Z'}",1.0000000000000004,0.9892432512402799,(-0.12139644635152955-0.08161306689973567j),(0.98924325124028+0j),(-0.12139644635152955-0.08161306689973567j)
599,1,{6: 'Z'},1.0000000000000004,0.8685560197308896,(0.41585306070552885+0.26958611331275634j),(0.8685560197308897+0j),(0.4158530607055289+0.26958611331275634j)
600,2,"{0: 'Z', 7: 'Y'}",0.0,0.8235514823425263,(-0.25832465561401796-0.5050062655386828j),0j,0j
601,3,"{2: 'X', 3: 'X', 6: 'Z'}",0.0,0.4868474705838969,(-0.38631651344034706+0.7834150188944272j),0j,0j
602,1,{4: 'Z'},1.0,0.8486293794469277,(-0.33565252486953073+0.4088588495902117j),(0.8486293794469277+0j),(-0.3356525248695308+0.40885884959021174j)
603,3,"{4: 'Z', 3: 'Z', 5: 'Y'}",1.0,0.4539298304010383,(0.10719125186867133+0.8845664161581716j),(0.45392983040103835+0j),(0.10719125186867137+0.8845664161581716j)
604,1,{4: 'Z'},1.0000000000000004,0.29619237418612665,(-0.0779009703790432+0.9519461729992874j),(0.29619237418612665+0j),(-0.07790097037904321+0.9519461729992874j)
605,2,"{1: 'Z', 4: 'X'}",0.0,0.23069819449288337,(0.6570080822657582-0.7177177181142976j),0j,0j
606,1,{1: 'X'},1.0,0.36232051642369806,(0.9149696863792309-0.1776353466671447j),(0.36232051642369806+0j),(0.9149696863792308-0.17763534666714467j)
607,1,{8: 'Z'},1.0000000000000004,0.347985040293052,(-0.03845094458538283+0.9367112343688074j),(0.34798504029305205+0j),(-0.03845094458538284+0.9367112343688075j)
608,1,{7: 'X'},1.0,0.3241749209150319,(0.9324171378227226-0.15971506423695495j),(0.3241749209150319+0j),(0.9324171378227227-0.15971506423695495j)
609,2,"{4: 'Y', 6: 'Y'}",0.0,0.8501631380101721,(-0.42424235377694314+0.31183499487789396j),0j,0j
610,2,"{0: 'Y', 7: 'Y'}",0.0,0.742207465797257,(0.14414728232373036-0.6544842539843845j),0j,0j
611,2,"{6: 'X', 2: 'Z'}",0.0,0.9509914521716344,(-0.02689733025562034-0.30804511280266417j),0j,0j
612,1,{4: 'Z'},1.0,0.7258337858161868,(0.5658435105542814+0.39113480659658595j),(0.7258337858161868+0j),(0.5658435105542813+0.39113480659658595j)
613,3,"{7: 'X', 2: 'Z', 4: 'Y'}",0.0,0.9829459406551695,(-0.14916491042519864+0.10755048696945269j),0j,0j
614,1,{3: 'Y'},1.0000000000000004,0.9989112253740472,(-0.02200939069109103+0.041133326429143115j),(0.9989112253740473+0j),(-0.02200939069109096+0.041133326429143115j)
615,1,{2: 'Y'},1.0,0.9670916067424921,(0.22235169515060202+0.12366708467445524j),(0.967091606742492+0j),(0.2223516951506021+0.12366708467445521j)
616,3,"{0: 'X', 1: 'Y', 6: 'Y'}",0.0,0.9433008614841081,(0.3174281729953331-0.09707131250881755j),0j,0j
617,2,"{0: 'Y', 3: 'X'}",0.0,0.6057741252974927,(-0.42898376929070997-0.6700825582009969j),0j,0j
618,2,"{2: 'Z', 8: 'Z'}",0.06456843794323712,0.1380839677106614,(-0.9201039322094258+0.366526358934843j),(-0.920103932209426+0.366526358934843j),(0.13808396771066145+0j)
619,2,"{8: 'X', 5: 'Y'}",0.0,0.8861054622352329,(-0.25590291656953457-0.38643344457757545j),0j,0j
620,2,"{6: 'Y', 1: 'X'}",0.0,0.5521347510141075,(-0.5056242480842466-0.6629414276328112j),0j,0j
621,3,"{2: 'Z', 6: 'Y', 4: 'Y'}",0.0,0.7646734947718886,(0.08209895173515659+0.6391668080535274j),0j,0j
622,1,{4: 'Z'},1.0000000000000004,0.6940846581781107,(-0.5465220237529881+0.4685724755410987j),(0.6940846581781107+0j),(-0.5465220237529882+0.46857247554109877j)
623,1,{8: 'X'},1.0,0.17274928344312815,(-0.9013116128675633+0.3972342653648568j),(0.17274928344312818+0j),(-0.9013116128675633+0.3972342653648568j)
624,3,"{5: 'Y', 0: 'X', 6: 'X'}",0.0,0.3690523654500325,(0.6703882292909167+0.6437235226274748j),0j,0j
625,1,{5: 'Y'},1.0,0.979803906175916,(-0.15221506386625108+0.12967220124070503j),(0.9798039061759162+0j),(-0.15221506386625122+0.12967220124070505j)
626,2,"{4: 'X', 3: 'X'}",0.05059228182349753,0.7826005626083904,(0.39713449174940546+0.47939603134357744j),(0.7826005626083903+0j),(-0.3971344917494054-0.47939603134357733j)
627,1,{7: 'Y'},1.0,0.7710970163150894,(0.2604334402637078+0.581019633594577j),(0.7710970163150894+0j),(0.26043344026370785+0.581019633594577j)
628,3,"{0: 'Z', 1: 'Z', 4: 'Z'}",1.0,0.04373699421376801,(0.9964649105665405+0.07172696387524768j),(0.043736994213768005+0j),(0.9964649105665406+0.07172696387524768j)
629,2,"{0: 'X', 7: 'Y'}",0.0,0.3733280624028123,(-0.12687930209918738-0.9189819369940767j),0j,0j
630,3,"{2: 'X', 1: 'X', 7: 'X'}",0.0,0.21373362983070987,(-0.9170703992032269-0.33660038381532364j),0j,0j
631,3,"{5: 'Y', 6: 'Z', 1: 'Y'}",0.0,0.9500375539223631,(-0.20491989660124757-0.2354495319896538j),0j,0j
632,3,"{0: 'Z', 1: 'Z', 8: 'X'}",1.0,0.7510411643892707,(-0.6210655305513841+0.2240865371987705j),(0.7510411643892709+0j),(-0.6210655305513842+0.22408653719877056j)
633,1,{5: 'X'},1.0,0.9988789744994979,(0.047311364646158344-0.0015585500151265213j),(0.9988789744994979+0j),(0.047311364646158274-0.0015585500151265213j)
634,1,{3: 'Z'},1.0,0.6653268797788815,(-0.06378493678152507+0.7438223073311762j),(0.6653268797788815+0j),(-0.06378493678152504+0.7438223073311762j)
635,3,"{5: 'Z', 7: 'Z', 0: 'Y'}",0.06063190165231677,0.8373595856795605,(0.1470308956806423-0.5265081575682403j),(0.5265081575682403+0.14703089568064226j),0.8373595856795605j
636,2,"{2: 'Z', 7: 'X'}",0.0,0.892440133078033,(0.4217048229374478+0.160361002687556j),0j,0j
637,3,"{3: 'Z', 6: 'X', 1: 'Z'}",0.02584753746731391,0.37555819761592285,(-0.21404364840652015+0.9017435094195607j),(0.9017435094195608+0.21404364840652024j),-0.375558197615923j
638,3,"{8: 'Y', 4: 'Y', 2: 'Z'}",0.0,0.3688141062408131,(-0.07682920832829715+0.9263225290283279j),0j,0j
639,3,"{3: 'X', 5: 'X', 0: 'Z'}",0.0,0.7721919484875829,(-0.5492134790894394-0.31950610178433847j),0j,0j
640,2,"{1: 'Y', 3: 'X'}",0.0,0.3849495684446475,(-0.7609718793954696-0.522240967871735j),0j,0j
641,2,"{5: 'X', 7: 'X'}",0.0,0.7094611803995283,(-0.6827482725045768-0.17469868316081838j),0j,0j
642,1,{0: 'Z'},1.0000000000000004,0.5537459084785513,(-0.6642424404814381+0.5021428572692508j),(0.5537459084785514+0j),(-0.6642424404814381+0.5021428572692508j)
643,3,"{0: 'X', 2: 'Y', 1: 'X'}",0.05723791594681948,0.7871608695176071,(-0.20864906044438347+0.5803820595745193j),-0.7871608695176072j,(-0.5803820595745193-0.20864906044438344j)
644,1,{0: 'X'},1.0,0.6387778035422469,(-0.05227821268587656+0.7676131227253172j),(0.6387778035422469+0j),(-0.05227821268587653+0.7676131227253172j)
645,3,"{4: 'Y', 2: 'X', 7: 'Y'}",0.0,0.04253864637067259,(-0.8619009896945017+0.5052891721861745j),0j,0j
646,3,"{7: 'Z', 1: 'X', 6: 'Z'}",1.0,0.7033298344035132,(-0.46381907149367485-0.538701227914576j),(0.7033298344035133+0j),(-0.46381907149367496-0.5387012279145761j)
647,1,{3: 'Z'},1.0,0.7603709819113424,(-0.42029465459920196+0.4951649959180461j),(0.7603709819113424+0j),(-0.420294654599202+0.495164995918046j)
648,1,{6: 'X'},1.0,0.7254365890621111,(0.6785662445956008-0.11528055753401407j),(0.7254365890621111+0j),(0.6785662445956008-0.11528055753401407j)
649,2,"{0: 'X', 1: 'Z'}",1.0,0.8245404082513051,(0.32916673279642633-0.46019819336987533j),-0.8245404082513051j,(-0.4601981933698754-0.32916673279642633j)
650,3,"{6: 'Z', 2: 'Y', 1: 'Y'}",0.0,0.8211224191158601,(-0.5457189326361895-0.16717900402782573j),0j,0j
651,3,"{1: 'Y', 6: 'Y', 7: 'Y'}",0.0,0.4210743511632851,(0.8936652453286893+0.15510905867818292j),0j,0j
652,1,{3: 'Z'},1.0,0.3992730421884672,(0.6955141525499837-0.5973617843352924j),(0.39927304218846726+0j),(0.6955141525499838-0.5973617843352924j)
653,2,"{3: 'Z', 4: 'X'}",1.0,0.8496305864930671,(-0.12234848602700611-0.5129899750115456j),-0.8496305864930672j,(-0.5129899750115456+0.12234848602700606j)
654,1,{8: 'Z'},1.0000000000000004,0.0976788668308291,(-0.8250863807711756+0.5564991493619444j),(0.09767886683082908+0j),(-0.8250863807711758+0.5564991493619446j)
655,1,{4: 'Z'},1.0,0.14541126025350204,(-0.4433051551414343+0.8844976567614621j),(0.14541126025350204+0j),(-0.44330515514143437+0.8844976567614621j)
656,1,{3: 'Y'},1.0,0.6359969499410117,(0.6106935007196476+0.47176405950910666j),(0.6359969499410119+0j),(0.6106935007196477+0.47176405950910677j)
657,2,"{3: 'Y', 8: 'Y'}",0.0,0.9256598971940777,(-0.3324931969297658-0.18056031879145953j),0j,0j
658,2,"{3: 'Z', 5: 'X'}",1.0000000000000004,0.7485337599255754,(0.6594429836121452-0.0695137512755081j),-0.7485337599255754j,(-0.06951375127550811-0.6594429836121453j)
659,2,"{6: 'X', 7: 'Z'}",1.0,0.8252603735761456,(0.01202706134872521-0.5646243579587004j),-0.8252603735761457j,(-0.5646243579587005-0.012027061348725165j)
660,2,"{6: 'X', 1: 'Y'}",0.0,0.05794118556232035,(-0.6379040304634338+0.7679331135809546j),0j,0j
661,1,{3: 'X'},1.0,0.6423732250728852,(0.6351655516024532+0.42886053883169484j),(0.6423732250728852+0j),(0.6351655516024532+0.4288605388316949j)
662,2,"{4: 'X', 8: 'X'}",0.0,0.9763115624537664,(0.21575297051451445+0.016321419461813227j),0j,0j
663,2,"{1: 'Z', 6: 'Z'}",0.2654041871774358,0.3014112920327915,(0.8546029169734917+0.422853505762365j),(0.8546029169734917+0.4228535057623649j),(0.30141129203279154+0j)
664,3,"{2: 'X', 1: 'X', 6: 'X'}",0.0,0.8364045927256426,(0.23550704573958303-0.49493816651624867j),0j,0j
665,1,{7: 'Y'},1.0,0.6938811074288906,(-0.6841068616542482+0.224781695408749j),(0.6938811074288908+0j),(-0.6841068616542482+0.224781695408749j)
666,1,{1: 'Y'},1.0,0.9565578994270622,(-0.12772228330825752+0.2620763312285406j),(0.9565578994270622+0j),(-0.12772228330825752+0.2620763312285406j)
667,3,"{6: 'X', 8: 'Y', 0: 'Y'}",0.0,0.20809711894841115,(-0.9744963151542765-0.08397928813765877j),0j,0j
668,3,"{5: 'Z', 2: 'X', 4: 'Z'}",1.0,0.3500728824744699,(0.6161678415983615+0.7055396288912712j),(0.35007288247446994+0j),(0.6161678415983615+0.7055396288912712j)
669,1,{5: 'Y'},1.0,0.8842471251840369,(0.46297239057647244+0.06134808202113901j),(0.8842471251840369+0j),(0.46297239057647244+0.06134808202113901j)
670,1,{4: 'X'},1.0,0.6909148412984127,(0.6989781202342711+0.18457050010051435j),(0.6909148412984129+0j),(0.6989781202342712+0.18457050010051437j)
671,1,{2: 'X'},1.0000000000000004,0.8925572236682722,(-0.07240863631205446-0.4450826798079371j),(0.8925572236682723+0j),(-0.07240863631205448-0.4450826798079372j)
672,3,"{4: 'X', 7: 'Y', 3: 'X'}",0.0,0.07788091166749381,(-0.8570189305525939-0.5093654054530287j),0j,0j
673,2,"{1: 'Z', 8: 'X'}",0.0,0.548319954609555,(0.5929843518646364+0.5896734569409181j),0j,0j
674,2,"{3: 'Y', 6: 'Y'}",0.0,0.8615407942795497,(-0.5073721805102029-0.017914525851517114j),0j,0j
675,3,"{1: 'Z', 7: 'Y', 2: 'X'}",0.0,0.9948585236564826,(0.07541534363733715+0.06759470284057846j),0j,0j
676,1,{1: 'Z'},1.0,0.6171322971748749,(0.5086842139086258+0.6003233281356184j),(0.6171322971748749+0j),(0.5086842139086258+0.6003233281356184j)
677,2,"{3: 'X', 4: 'Y'}",0.04656471497024837,0.7796757622886008,(-0.3654150301116657+0.5085052226557556j),(-0.779675762288601+0j),(-0.3654150301116658+0.5085052226557557j)
678,3,"{2: 'X', 5: 'X', 8: 'Y'}",0.0,0.5223034628176897,(-0.13752957649459513+0.84159652347064j),0j,0j
679,3,"{4: 'X', 6: 'X', 3: 'X'}",0.0,0.9167991967682098,(-0.3693404965563226-0.1518776823917669j),0j,0j
680,3,"{6: 'Y', 1: 'X', 8: 'Z'}",0.0,0.5944506190299689,(-0.791029601036138-0.14457050812491207j),0j,0j
681,1,{8: 'Z'},1.0,0.9853490368632042,(0.11848463685551114+0.12267300592214067j),(0.9853490368632042+0j),(0.1184846368555112+0.12267300592214068j)
682,2,"{3: 'Z', 5: 'Z'}",1.0,0.3786363312025061,(0.43587179130698706-0.8164865646392134j),(0.3786363312025061+0j),(0.43587179130698706-0.8164865646392134j)
683,2,"{7: 'X', 2: 'Z'}",0.0,0.9930411225588521,(-0.0892174577100455+0.0768737546033171j),0j,0j
684,2,"{6: 'X', 2: 'Z'}",0.0,0.6609787090971504,(0.7310655853637366+0.16926386506588426j),0j,0j
685,2,"{2: 'Y', 1: 'Z'}",1.0,0.4455032089803025,(0.3849831011776538+0.8082789757230416j),0.4455032089803025j,(-0.8082789757230416+0.3849831011776538j)
686,1,{7: 'Y'},1.0000000000000004,0.3160221381618833,(-0.6775775794323677+0.6640923369849746j),(0.31602213816188335+0j),(-0.6775775794323677+0.6640923369849746j)
687,1,{6: 'Z'},0.9999999999999998,0.15922517512062134,(0.8972688511725948-0.4117717235595705j),(0.1592251751206213+0j),(0.8972688511725948-0.4117717235595704j)
688,1,{7: 'Y'},1.0,0.6756841814267615,(0.5404787782155629-0.5013318035675173j),(0.6756841814267615+0j),(0.5404787782155629-0.5013318035675173j)
689,3,"{3: 'Z', 5: 'Y', 2: 'X'}",0.0,0.7778947136847437,(0.6279206721089129-0.024401720423397825j),0j,0j
690,3,"{6: 'Z', 1: 'X', 3: 'Y'}",0.0,0.04934412815433118,(0.08709161299697432-0.9949774911837324j),0j,0j
691,3,"{4: 'X', 5: 'Y', 3: 'Y'}",0.8320991813890438,0.2095295851967734,(-0.14791384822917225+0.9665499709944155j),(-0.2095295851967734+0j),(-0.14791384822917225+0.9665499709944155j)
692,1,{8: 'X'},0.9999999999999998,0.4567517614758716,(-0.7891240409863385-0.4106836694173264j),(0.4567517614758717+0j),(-0.7891240409863386-0.4106836694173264j)
693,2,"{6: 'Y', 4: 'Y'}",0.0,0.5734702118654238,(0.7136227383420652-0.4023363063709244j),0j,0j
694,3,"{5: 'Z', 2: 'Z', 4: 'Z'}",1.0,0.9850066124390675,(-0.15956983985021933-0.06557011256272262j),(0.9850066124390675+0j),(-0.1595698398502193-0.06557011256272262j)
695,1,{6: 'Y'},1.0000000000000004,0.6373227010805027,(0.005065289363051121-0.7705803770737487j),(0.6373227010805028+0j),(0.005065289363051082-0.7705803770737488j)
696,1,{6: 'X'},0.9999999999999996,0.20481163108580902,(-0.8085057722917672+0.5516979354165314j),(0.20481163108580894+0j),(-0.8085057722917672+0.5516979354165316j)
697,3,"{4: 'Z', 8: 'X', 5: 'Z'}",1.0000000000000004,0.5222573770257282,(-0.7728622356706445-0.3604597020699814j),(0.522257377025728+0j),(-0.7728622356706446-0.3604597020699814j)
698,1,{0: 'Z'},1.0,0.5697022378135228,(-0.017226650884613705-0.8216706169320914j),(0.5697022378135229+0j),(-0.01722665088461371-0.8216706169320916j)
699,1,{2: 'Z'},1.0000000000000004,0.3609368237061348,(-0.28027612877109226+0.8894773189542365j),(0.36093682370613484+0j),(-0.2802761287710923+0.8894773189542368j)
700,2,"{4: 'X', 0: 'Y'}",0.0,0.7330078972765663,(-0.2543212375540366+0.6308883662417386j),0j,0j
701,2,"{4: 'Y', 0: 'Z'}",0.0,0.16671615036194967,(-0.7484840837493437+0.641854579778315j),0j,0j
702,3,"{0: 'Y', 1: 'Y', 3: 'X'}",0.0,0.4005800219436545,(0.6997926119645433+0.5914608577576909j),0j,0j
703,1,{8: 'X'},1.0,0.9810022316496143,(0.18277232758622788+0.06502997591256689j),(0.9810022316496144+0j),(0.1827723275862279+0.06502997591256689j)
704,2,"{8: 'X', 4: 'Z'}",0.0,0.6840896787348737,(-0.5668102363378715+0.4590723988991535j),0j,0j
705,2,"{1: 'Z', 4: 'Y'}",0.0,0.8289651802280009,(0.210212418738272-0.518292840947821j),0j,0j
706,3,"{0: 'Y', 1: 'X', 5: 'X'}",0.0,0.8034824680792054,(-0.10842375458198165+0.5853718586776229j),0j,0j
707,3,"{5: 'X', 0: 'Y', 6: 'Y'}",0.0,0.22440492645951965,(0.9595698006658583-0.16990652321433233j),0j,0j
708,1,{0: 'Y'},1.0,0.9376958264572147,(-0.25551838439616853+0.23545040301577924j),(0.9376958264572147+0j),(-0.2555183843961685+0.2354504030157792j)
709,2,"{1: 'Y', 7: 'X'}",0.0,0.2579248769243926,(0.7103110167735074+0.6549297804449903j),0j,0j
710,3,"{7: 'Y', 8: 'Z', 2: 'Z'}",0.0,0.9531655385766766,(0.263373955612596-0.14869302463400352j),0j,0j
711,3,"{8: 'X', 5: 'X', 4: 'Z'}",0.0,0.9876058004025244,(-0.08374166516992802+0.13274832023742064j),0j,0j
712,3,"{6: 'X', 1: 'X', 5: 'Y'}",0.0,0.882623131585842,(-0.30842977395815757+0.35474988671699564j),0j,0j
713,1,{2: 'Z'},1.0,0.8435770893433232,(-0.04817819505592099+0.5348425523985545j),(0.8435770893433232+0j),(-0.048178195055920914+0.5348425523985546j)
714,2,"{0: 'X', 3: 'X'}",0.0,0.7862662442391221,(-0.5457649030181432+0.28969995478719357j),0j,0j
715,1,{0: 'Y'},1.0,0.9910324124002216,(0.10157572389481563+0.08681664522107146j),(0.9910324124002217+0j),(0.10157572389481573+0.08681664522107146j)
716,3,"{4: 'Y', 8: 'X', 2: 'X'}",0.0,0.8583424629665943,(0.23940265182466772-0.45380016148934715j),0j,0j
717,2,"{1: 'Y', 7: 'Z'}",0.0,0.3181966043717794,(-0.8417777482939232+0.4360746993847293j),0j,0j
718,3,"{5: 'Y', 7: 'Z', 3: 'Y'}",0.0,0.1596403198559758,(-0.4549348540365853-0.876098879612908j),0j,0j
719,1,{3: 'Y'},1.0000000000000004,0.8572663776893599,(0.10707420419896133+0.5036163941717178j),(0.85726637768936+0j),(0.1070742041989614+0.5036163941717178j)
720,1,{6: 'Z'},1.0,0.2752684553448942,(0.3187933576748248+0.9069719249207482j),(0.27526845534489425+0j),(0.31879335767482486+0.9069719249207481j)
721,1,{6: 'X'},1.0,0.871682159771498,(-0.13673019195828948+0.4706113757052055j),(0.8716821597714979+0j),(-0.13673019195828956+0.4706113757052055j)
722,2,"{3: 'Y', 1: 'X'}",0.0,0.4488144733600395,(0.604868143635745-0.6577994354795375j),0j,0j
723,2,"{8: 'Z', 2: 'X'}",0.0,0.9935425865009273,(0.014244332538266888+0.11256210641058002j),0j,0j
724,2,"{5: 'Z', 4: 'Y'}",1.0,0.2542698515486569,(0.9100837022752578+0.32725295636003654j),0.2542698515486569j,(-0.3272529563600366+0.9100837022752578j)
725,1,{4: 'Y'},1.0,0.6188975937750724,(0.39780876441285523-0.677284250057347j),(0.6188975937750724+0j),(0.3978087644128553-0.677284250057347j)
726,2,"{4: 'Z', 5: 'X'}",1.0000000000000004,0.9874745161963342,(-0.15641270698651902-0.020715814151633826j),-0.9874745161963343j,(-0.02071581415163383+0.156412706986519j)
727,2,"{2: 'Z', 4: 'X'}",0.0,0.20626414233151025,(0.30155164218512337+0.9308714791439803j),0j,0j
728,3,"{7: 'Y', 4: 'Y', 5: 'Y'}",0.0,0.12515121890977682,(-0.2592825145492382-0.9576584725539795j),0j,0j
729,3,"{2: 'X', 7: 'X', 4: 'X'}",0.0,0.704372018686941,(0.5691494111247912-0.424180394534197j),0j,0j
730,1,{1: 'X'},1.0,0.29838310355504966,(0.9141634776876639-0.2743586331334453j),(0.2983831035550497+0j),(0.9141634776876639-0.2743586331334453j)
731,3,"{6: 'X', 2: 'Z', 4: 'Z'}",0.9909094030899623,0.7321968890931362,(0.6797654697004077+0.04250437395513258j),(0.04250437395513259-0.6797654697004077j),-0.7321968890931362j
732,3,"{7: 'Y', 1: 'X', 6: 'Y'}",0.0,0.21510934511951635,(0.05202103361881797+0.9752034565686704j),0j,0j
733,1,{7: 'X'},1.0,0.8065403624183175,(0.5082701279448794-0.3019174072971366j),(0.8065403624183175+0j),(0.5082701279448794-0.3019174072971367j)
734,1,{2: 'Y'},1.0000000000000004,0.9510789500194368,(0.08109223426292424-0.2981155486924035j),(0.9510789500194369+0j),(0.0810922342629242-0.2981155486924035j)
735,3,"{7: 'Z', 1: 'X', 2: 'X'}",0.0,0.021438604294682063,(-0.5777555839359322+0.8159282269150553j),0j,0j
736,3,"{7: 'X', 1: 'Z', 6: 'X'}",0.0,0.4223241587626483,(-0.3069872913035393+0.8528781319177654j),0j,0j
737,2,"{5: 'Z', 6: 'Z'}",0.8324835512692064,0.7689980276399044,(-0.593242981683242+0.2381276929916244j),(-0.5932429816832421+0.23812769299162445j),(0.7689980276399047+0j)
738,3,"{2: 'Y', 7: 'Z', 6: 'X'}",0.0,0.4692600369509568,(0.4080111544577182+0.7831487186728116j),0j,0j
739,3,"{8: 'Y', 6: 'Z', 1: 'Y'}",0.0,0.38656232917616234,(0.5439162409012951-0.7447984214173018j),0j,0j
740,2,"{7: 'Z', 1: 'Z'}",0.2285478491920876,0.6234043062892288,(-0.3834323715521194+0.681429884394545j),(-0.38343237155211946+0.681429884394545j),(0.6234043062892288+0j)
741,1,{2: 'Y'},1.0,0.8695370591038003,(0.4052013242906207+0.2823423270397858j),(0.8695370591038003+0j),(0.4052013242906208+0.28234232703978585j)
742,2,"{0: 'Z', 2: 'Z'}",1.0000000000000004,0.8735009065278249,(0.3781909861074386+0.3065415866112646j),(0.8735009065278249+0j),(0.3781909861074387+0.3065415866112646j)
743,2,"{2: 'Y', 6: 'X'}",0.0,0.3755859290843129,(0.8889482820792836+0.2621186022817991j),0j,0j
744,2,"{8: 'X', 6: 'Z'}",1.0000000000000004,0.16496991086028676,(-0.7618953995950387+0.6263388288990756j),-0.16496991086028676j,(0.6263388288990756+0.7618953995950388j)
745,3,"{0: 'Y', 5: 'Z', 7: 'Y'}",0.0,0.4851176475303344,(0.17822833115807532-0.856093178355745j),0j,0j
746,1,{4: 'Z'},1.0000000000000004,0.9681713557327204,(-0.2453434154727599-0.04950590290891472j),(0.9681713557327205+0j),(-0.24534341547275998-0.04950590290891472j)
747,2,"{3: 'Z', 8: 'Z'}",0.25087680864931056,0.3688482258327833,(-0.6789730926185826+0.6347806911051768j),(-0.6789730926185826+0.6347806911051768j),(0.3688482258327833+0j)
748,3,"{8: 'X', 3: 'X', 6: 'Y'}",0.0,0.2983141282760184,(-0.9535943785094314+0.04082207915002157j),0j,0j
749,2,"{4: 'Z', 3: 'Y'}",1.0000000000000004,0.39181434731949444,(0.1890318615362644+0.9004157220743834j),0.3918143473194946j,(-0.9004157220743835+0.18903186153626444j)
750,3,"{5: 'Z', 4: 'Y', 0: 'Y'}",0.0,0.893885289938056,(0.12390445387930171+0.4308326528261634j),0j,0j
751,3,"{0: 'Z', 5: 'X', 2: 'Y'}",0.0,0.8788033524862885,(0.37196776061500003-0.2989057589306739j),0j,0j
752,2,"{1: 'Y', 5: 'X'}",0.0,0.9665332006722105,(-0.11184438925498241-0.23087746661489617j),0j,0j
753,3,"{0: 'Z', 8: 'X', 3: 'Y'}",0.0,0.4145078116824019,(0.7622264149009956+0.4971862492883744j),0j,0j
754,1,{5: 'X'},1.0000000000000004,0.15061744936402324,(-0.08755284209057096+0.9847075117967464j),(0.15061744936402324+0j),(-0.08755284209057096+0.9847075117967464j)
755,1,{6: 'Y'},1.0,0.29699135594408116,(0.7950529644895209-0.5288543449296038j),(0.29699135594408127+0j),(0.7950529644895212-0.528854344929604j)
756,1,{4: 'X'},1.0000000000000004,0.4089431491809728,(-0.7947441553232356+0.44849440165681603j),(0.40894314918097285+0j),(-0.7947441553232357+0.4484944016568161j)
757,3,"{8: 'Z', 5: 'X', 4: 'X'}",0.0,0.8241074727093418,(0.017976354794737102+0.5661481467715983j),0j,0j
