case_num,num_errors,error_str,fidelity,alpha_orig,beta_orig,alpha_rec,beta_rec
243,1,q2b=Z,0.9999999999999991,0.7493110663707022,0.6622181859586771,(0.7493110663707019+0j),(0.6622181859586769+0j)
244,1,q2=X,0.9999999999999993,0.9972324860697986,0.07434627581156204,(0.9972324860697983+0j),(0.0743462758115621+0j)
245,2,q0a=X · q2b=Z,0.9999999999999993,0.9998942199885831,0.014544718403016013,(0.9998942199885827+0j),(0.01454471840301593+0j)
246,1,q1a=X,0.9999999999999993,0.5618894129250716,0.8272123594595999,(0.5618894129250713+0j),(0.8272123594595997+0j)
247,1,q2=Z,0.9999999999999991,0.6001747686077505,0.7998688937111088,(0.6001747686077503+0j),(0.7998688937111085+0j)
248,1,q1a=Y,0.9999999999999996,0.2282956224482196,0.9735918594416143,(0.22829562244821955+0j),(0.973591859441614+0j)
249,1,q2b=Z,0.9999999999999993,0.3491549217090751,0.9370650140979171,(0.3491549217090749+0j),(0.9370650140979169+0j)
250,1,q1b=Y,0.9999999999999996,0.12721294732965768,0.9918754286863355,(0.12721294732965766+0j),(0.9918754286863352+0j)
251,1,q0=Y,0.9999999999999991,0.024110119736535797,0.9997093088124617,(0.02411011973653571+0j),(0.9997093088124613+0j)
252,1,q1a=Z,0.9999999999999993,0.8775153547142173,0.47954854002570113,(0.8775153547142169+0j),(0.4795485400257009+0j)
253,1,q1a=Y,0.9999999999999996,0.942804434196306,0.3333463647016169,(0.9428044341963057+0j),(0.3333463647016168+0j)
254,1,q2a=X,0.9999999999999991,0.9924827274767163,0.12238478524873107,(0.992482727476716+0j),(0.12238478524873103+0j)
255,1,q2=X,0.9999999999999996,0.9995530650877,0.029894315074675916,(0.9995530650876998+0j),(0.029894315074675916+0j)
256,1,q0b=Z,0.9999999999999996,0.4426297264655632,0.8967044804443773,(0.4426297264655631+0j),(0.8967044804443771+0j)
257,1,q0a=Y,0.9999999999999993,0.17189899213628937,0.9851145803928231,(0.17189899213628929+0j),(0.9851145803928227+0j)
258,1,q2=Z,0.9999999999999991,0.9746258886015658,0.2238400707371405,(0.9746258886015655+0j),(0.2238400707371405+0j)
259,1,q0a=Z,0.9999999999999993,0.6989604089420585,0.7151603643460328,(0.6989604089420582+0j),(0.7151603643460326+0j)
260,1,q1a=Z,0.9999999999999991,0.9996608874322707,0.02604054796130421,(0.9996608874322703+0j),(0.026040547961304172+0j)
261,1,q1b=Z,0.9999999999999989,0.9801955606381243,0.1980319744518879,(0.9801955606381239+0j),(0.19803197445188775+0j)
262,1,q0a=Y,0.9999999999999996,0.6657770060620737,0.7461507744410787,(0.6657770060620736+0j),(0.7461507744410785+0j)
263,1,q1a=Y,0.9999999999999991,0.9968529524894711,0.07927289015183041,(0.9968529524894707+0j),(0.07927289015183037+0j)
264,1,q2b=Z,0.9999999999999991,0.5041373701497909,0.8636234781537917,(0.5041373701497907+0j),(0.8636234781537914+0j)
265,1,q0a=X,0.9999999999999991,0.5932188280004582,0.8050412549091895,(0.593218828000458+0j),(0.8050412549091892+0j)
266,1,q1b=Y,0.9999999999999993,0.9216614390497094,0.3879950924545551,(0.9216614390497091+0j),(0.387995092454555+0j)
267,1,q2=Z,0.9999999999999996,0.8125417411228225,0.5829030098850856,(0.8125417411228222+0j),(0.5829030098850854+0j)
268,1,q0b=Z,0.9999999999999996,0.6289893569314898,0.777413910903909,(0.6289893569314897+0j),(0.7774139109039088+0j)
269,2,q1a=X · q2a=X,0.9999999999999991,0.7908550062492749,0.6120035613380526,(0.7908550062492745+0j),(0.6120035613380523+0j)
270,1,q2a=Z,0.9999999999999996,0.8016032075018275,0.5978564189860156,(0.8016032075018272+0j),(0.5978564189860154+0j)
271,1,q0=X,0.9999999999999991,0.8136018372516663,0.5814224371493698,(0.8136018372516661+0j),(0.5814224371493696+0j)
272,1,q2=X,0.9999999999999993,0.06036098676120756,0.9981766132690213,(0.06036098676120753+0j),(0.998176613269021+0j)
273,1,q0a=Z,0.9999999999999993,0.21970220296063855,0.9755669848935246,(0.2197022029606385+0j),(0.9755669848935242+0j)
274,1,q2b=Z,0.9999999999999991,0.7398415529682656,0.6727811505248233,(0.7398415529682654+0j),(0.6727811505248231+0j)
275,1,q2=Y,0.9999999999999996,0.8279160513815379,0.5608520409740904,(0.8279160513815376+0j),(0.5608520409740902+0j)
276,1,q1a=Y,0.9999999999999993,0.40988740730150874,0.9121361265379456,(0.4098874073015086+0j),(0.9121361265379453+0j)
277,1,q2a=Z,0.9999999999999996,0.9865283449879257,0.1635904170035159,(0.9865283449879254+0j),(0.1635904170035158+0j)
278,1,q2b=Y,0.9999999999999996,0.3118578814002855,0.9501287606469586,(0.31185788140028536+0j),(0.9501287606469583+0j)
279,1,q0=Y,0.9999999999999996,0.3919512606464779,0.9199859831962859,(0.3919512606464778+0j),(0.9199859831962856+0j)
280,2,q0=Z · q2a=Z,0.8582854284122748,0.8295932614668425,0.5583681765007806,(0.5583681765007804+0j),(0.8295932614668423+0j)
281,1,q1=Y,0.9999999999999996,0.8769623441201263,0.48055909833789767,(0.8769623441201261+0j),(0.4805590983378975+0j)
282,1,q0=Y,0.9999999999999987,0.8004950482178594,0.599339367786471,(0.800495048217859+0j),(0.5993393677864708+0j)
283,2,q0=Y · q0a=Y,0.010299430819539924,0.7421206476919108,0.6702663233889488,(-0.7421206476919106+0j),(0.6702663233889485+0j)
284,1,q1=X,0.9999999999999996,0.9674515857284691,0.25305617809385855,(0.9674515857284689+0j),(0.25305617809385844+0j)
285,1,q2=Z,0.9999999999999996,0.07078619216266023,0.99749151124163,(0.07078619216266026+0j),(0.9974915112416298+0j)
286,1,q0b=Y,0.9999999999999991,0.37759174458388156,0.9259721779957002,(0.37759174458388145+0j),(0.9259721779956999+0j)
287,1,q2a=Z,0.9999999999999996,0.950037831947615,0.3121347751665539,(0.9500378319476148+0j),(0.31213477516655386+0j)
288,1,q0a=Y,0.9999999999999987,0.7413026780169193,0.6711708721070541,(0.741302678016919+0j),(0.6711708721070538+0j)
289,1,q0b=X,0.9999999999999991,0.7273630141850499,0.6862529020671889,(0.7273630141850497+0j),(0.6862529020671887+0j)
290,1,q2b=Z,0.9999999999999991,0.7120800867307973,0.7020982481686308,(0.712080086730797+0j),(0.7020982481686305+0j)
291,1,q0=X,0.9999999999999993,0.8947032962432516,0.44666095832461156,(0.8947032962432513+0j),(0.4466609583246114+0j)
292,1,q2=X,0.9999999999999993,0.15388668204995234,0.9880885026593806,(0.15388668204995232+0j),(0.9880885026593803+0j)
293,2,q1b=Y · q2a=X,0.9999999999999991,0.07376173823763535,0.997275892605533,(0.07376173823763531+0j),(0.9972758926055325+0j)
294,1,q1=X,0.9999999999999996,0.6459795311308516,0.7633547310130233,(0.6459795311308514+0j),(0.7633547310130231+0j)
295,1,q1=Y,0.9999999999999996,0.5662903544323946,0.8242058204579927,(0.5662903544323944+0j),(0.8242058204579925+0j)
296,1,q1a=X,0.9999999999999991,0.9219105380541611,0.38740283920576407,(0.9219105380541608+0j),(0.38740283920576396+0j)
297,1,q1a=Z,0.9999999999999996,0.6076460723295813,0.7942079392592555,(0.6076460723295811+0j),(0.7942079392592553+0j)
298,1,q2a=Y,0.9999999999999996,0.8347254660954873,0.5506663202445484,(0.834725466095487+0j),(0.5506663202445483+0j)
299,1,q0=X,0.9999999999999991,0.350014975886172,0.9367441041476602,(0.35001497588617186+0j),(0.9367441041476599+0j)
300,2,q0a=X · q2b=Y,0.9999999999999996,0.9820938396794455,0.1883923832422204,(0.9820938396794452+0j),(0.18839238324222035+0j)
301,1,q0b=Y,0.9999999999999996,0.96051597331127,0.2782248461476863,(0.9605159733112697+0j),(0.2782248461476862+0j)
302,1,q1=Z,0.9999999999999996,0.92670380220121,0.3757925797375737,(0.9267038022012097+0j),(0.37579257973757363+0j)
303,1,q2=Z,0.9999999999999996,0.19574482397356466,0.9806548648161382,(0.19574482397356457+0j),(0.9806548648161378+0j)
304,1,q1=X,0.9999999999999993,0.9248345758491198,0.3803695667557786,(0.9248345758491194+0j),(0.3803695667557785+0j)
305,1,q0b=X,0.9999999999999996,0.09407858369903106,0.9955647744316712,(0.09407858369903105+0j),(0.9955647744316709+0j)
306,1,q2a=X,0.9999999999999991,0.6872201829749963,0.7264491861870399,(0.687220182974996+0j),(0.7264491861870397+0j)
307,1,q1a=Z,0.9999999999999991,0.66534604863917,0.7465350866236918,(0.6653460486391698+0j),(0.7465350866236916+0j)
308,1,q1=X,0.9999999999999991,0.9805813113674097,0.19611295672895054,(0.9805813113674092+0j),(0.19611295672895052+0j)
309,1,q2b=X,0.9999999999999996,0.0734384175115539,0.9972997537517989,(0.07343841751155392+0j),(0.9972997537517986+0j)
310,1,q0a=X,0.9999999999999993,0.9472407546380723,0.3205229363909785,(0.947240754638072+0j),(0.3205229363909784+0j)
311,1,q0b=X,0.9999999999999993,0.9825940032380092,0.1857660485683627,(0.9825940032380088+0j),(0.18576604856836265+0j)
312,1,q2b=X,0.9999999999999991,0.5774070027403477,0.8164564612925835,(0.5774070027403475+0j),(0.8164564612925833+0j)
313,1,q1a=Y,0.9999999999999996,0.6708182836491432,0.7416217569098265,(0.670818283649143+0j),(0.7416217569098262+0j)
314,2,q0a=Y · q2a=Y,0.29193234496127574,0.2815425720020994,0.959548737767104,(-0.9595487377671037+0j),(-0.28154257200209937+0j)
315,1,q2=Y,0.9999999999999993,0.12429548492070461,0.9922452481258486,(0.12429548492070458+0j),(0.9922452481258482+0j)
316,1,q0=Z,0.9999999999999991,0.8588139153846451,0.5122876718619095,(0.8588139153846448+0j),(0.5122876718619094+0j)
317,1,q1b=Z,0.9999999999999996,0.38146612424503373,0.9243828189951783,(0.3814661242450336+0j),(0.9243828189951779+0j)
318,1,q1a=Y,0.9999999999999996,0.11943509695315624,0.9928420104003407,(0.11943509695315623+0j),(0.9928420104003404+0j)
319,1,q1a=Z,0.9999999999999993,0.9999934238517265,0.003626603548943956,(0.9999934238517262+0j),(0.0036266035489438955+0j)
320,1,q1=Y,0.9999999999999993,0.995251758602961,0.0973341512405249,(0.9952517586029608+0j),(0.09733415124052479+0j)
321,1,q2a=Y,0.9999999999999996,0.9715102348409748,0.23699760251790344,(0.9715102348409744+0j),(0.23699760251790342+0j)
322,1,q1b=X,0.9999999999999991,0.12244582995210825,0.9924751980414117,(0.12244582995210818+0j),(0.9924751980414113+0j)
323,1,q0b=Y,0.9999999999999991,0.7489678786826737,0.6626063059627306,(0.7489678786826733+0j),(0.6626063059627303+0j)
324,1,q1b=Z,0.9999999999999991,0.7366809119767999,0.6762405148532808,(0.7366809119767996+0j),(0.6762405148532806+0j)
325,1,q0=Z,0.9999999999999996,0.9614961367247197,0.27481844745838874,(0.9614961367247195+0j),(0.2748184474583887+0j)
326,1,q2b=Y,0.9999999999999993,0.9980016225013375,0.06318830180260998,(0.9980016225013373+0j),(0.0631883018026099+0j)
327,2,q0b=Z · q2b=Y,0.5011981428434746,0.3832368340166277,0.923650111813403,0.9236501118134026j,0.3832368340166275j
328,1,q1b=Z,0.9999999999999993,0.08231763600046062,0.996606144273301,(0.0823176360004606+0j),(0.9966061442733007+0j)
329,1,q1=Z,0.9999999999999993,0.8061078422213666,0.5917686597896279,(0.8061078422213663+0j),(0.5917686597896277+0j)
330,1,q1b=Z,0.9999999999999996,0.697114129652977,0.7169601733974994,(0.6971141296529768+0j),(0.7169601733974991+0j)
331,1,q2b=Y,0.9999999999999993,0.5264148349382018,0.8502278644910349,(0.5264148349382016+0j),(0.8502278644910347+0j)
332,1,q1=X,0.9999999999999991,0.7704630688557198,0.6374846347398707,(0.7704630688557195+0j),(0.6374846347398705+0j)
333,1,q0a=X,0.9999999999999996,0.4988796656810174,0.8666712636115244,(0.49887966568101727+0j),(0.8666712636115241+0j)
334,1,q1b=Z,0.9999999999999996,0.9995180166676562,0.031044071201359918,(0.9995180166676558+0j),(0.03104407120135999+0j)
335,1,q0b=Z,0.9999999999999993,0.3414685602188676,0.9398931973272567,(0.3414685602188675+0j),(0.9398931973272564+0j)
336,1,q2a=X,0.9999999999999993,0.49839053571602526,0.8669526364852311,(0.4983905357160251+0j),(0.8669526364852309+0j)
337,1,q0a=X,0.9999999999999991,0.9763756303582064,0.21608014356394498,(0.976375630358206+0j),(0.21608014356394484+0j)
338,1,q0b=Z,0.9999999999999996,0.14039282700921243,0.9900958812783545,(0.14039282700921235+0j),(0.9900958812783541+0j)
339,1,q0a=Z,0.9999999999999996,0.45204244635058016,0.8919964275138006,(0.45204244635058+0j),(0.8919964275138004+0j)
340,1,q2b=X,0.9999999999999991,0.9207799722201822,0.39008235381544815,(0.9207799722201818+0j),(0.3900823538154481+0j)
341,1,q1b=Y,0.9999999999999993,0.0374886495739346,0.9992970535096772,(0.037488649573934565+0j),(0.9992970535096769+0j)
342,1,q1=Y,0.9999999999999991,0.9993344669970446,0.0364777065031865,(0.9993344669970443+0j),(0.036477706503186484+0j)
343,1,q1=Y,0.9999999999999993,0.5747129159189033,0.818355096688468,(0.5747129159189031+0j),(0.8183550966884676+0j)
344,2,q0b=Z · q1=Y,0.19607382466818235,0.2273551149006146,0.9738119180460508,0.9738119180460505j,0.2273551149006145j
345,1,q2a=Y,0.9999999999999996,0.5461279127871395,0.8377017982998262,(0.5461279127871392+0j),(0.8377017982998259+0j)
346,1,q2b=Z,0.9999999999999991,0.13674496401247213,0.9906062864817827,(0.1367449640124721+0j),(0.9906062864817823+0j)
347,1,q0=Z,0.9999999999999991,0.03422971222922705,0.9994139916974868,(0.034229712229227036+0j),(0.9994139916974865+0j)
348,1,q0=Y,0.9999999999999991,0.36433871430182974,0.931266503886449,(0.3643387143018295+0j),(0.9312665038864487+0j)
349,1,q1b=Y,0.9999999999999991,0.9296455832723057,0.36845500336173265,(0.9296455832723054+0j),(0.36845500336173254+0j)
350,1,q1a=Y,0.9999999999999996,0.9191163830796037,0.3939861347238848,(0.9191163830796035+0j),(0.39398613472388466+0j)
351,1,q1b=Z,0.9999999999999996,0.9414876361696967,0.33704752029883994,(0.9414876361696963+0j),(0.33704752029883983+0j)
352,1,q1=X,0.9999999999999996,0.9655046467617983,0.2603858235030763,(0.9655046467617979+0j),(0.2603858235030762+0j)
353,1,q0a=Z,0.9999999999999991,0.31273322540592147,0.9498410023405017,(0.3127332254059213+0j),(0.9498410023405014+0j)
354,1,q1b=X,0.9999999999999996,0.3470955559893936,0.9378297686746853,(0.34709555598939346+0j),(0.937829768674685+0j)
355,1,q0b=X,0.9999999999999996,0.0021841669751165877,0.9999976147044676,(0.00218416697511662+0j),(0.9999976147044674+0j)
356,1,q1=Y,0.9999999999999991,0.7874513505436784,0.6163768088814965,(0.7874513505436781+0j),(0.6163768088814963+0j)
357,2,q0=Y · q1b=X,0.9999999999999993,0.030121517383509006,0.9995462441480709,(0.030121517383509+0j),(0.9995462441480706+0j)
358,1,q2a=X,0.9999999999999991,0.17989398242460908,0.9836860043161204,(0.17989398242460902+0j),(0.98368600431612+0j)
359,1,q1b=Y,0.9999999999999998,0.2600387990823878,0.9655981684799271,(0.2600387990823877+0j),(0.9655981684799269+0j)
360,1,q0a=X,0.9999999999999993,0.6468344560823894,0.7626304389575592,(0.6468344560823892+0j),(0.7626304389575589+0j)
361,1,q1a=X,0.9999999999999996,0.5188955136874887,0.8548376722366635,(0.5188955136874884+0j),(0.8548376722366633+0j)
362,3,q0=Z · q2=X · q2b=X,0.002671411419147141,0.6885906990366276,0.725150225263875,(0.6885906990366274+0j),(-0.7251502252638746+0j)
363,1,q0b=X,0.9999999999999991,0.7855338167006632,0.6188187317944478,(0.7855338167006629+0j),(0.6188187317944476+0j)
364,1,q0=X,0.9999999999999998,0.8498890825832819,0.526961618437005,(0.8498890825832817+0j),(0.5269616184370048+0j)
365,1,q2a=Z,0.9999999999999993,0.2771340355511763,0.9608312684020641,(0.27713403555117616+0j),(0.9608312684020638+0j)
366,1,q1=Z,0.9999999999999996,0.3843940907659183,0.923169097719504,(0.38439409076591824+0j),(0.9231690977195037+0j)
367,1,q2a=X,0.9999999999999991,0.16723695118733087,0.9859167318580034,(0.16723695118733076+0j),(0.9859167318580031+0j)
368,1,q0a=X,0.9999999999999993,0.9886292611895465,0.15037348143808935,(0.9886292611895462+0j),(0.15037348143808932+0j)
369,1,q0a=Y,0.9999999999999993,0.9943811434032098,0.10585906500685247,(0.9943811434032095+0j),(0.10585906500685244+0j)
370,1,q0=Z,0.9999999999999991,0.774188319013933,0.6329553275724762,(0.7741883190139327+0j),(0.632955327572476+0j)
371,1,q2=Z,0.9999999999999993,0.5194716190249238,0.8544877044332613,(0.5194716190249236+0j),(0.8544877044332609+0j)
372,1,q2a=X,0.9999999999999991,0.973508169318272,0.2286522343441818,(0.9735081693182717+0j),(0.22865223434418178+0j)
373,1,q2a=Y,0.9999999999999996,0.6625578379773693,0.7490107551529244,(0.6625578379773691+0j),(0.7490107551529241+0j)
374,1,q2a=Y,0.9999999999999991,0.8140816997922834,0.5807503646691119,(0.8140816997922832+0j),(0.5807503646691117+0j)
375,1,q2=X,0.9999999999999991,0.3793010967001411,0.9252732991079285,(0.3793010967001409+0j),(0.9252732991079282+0j)
376,1,q1a=X,0.9999999999999991,0.7452297044263373,0.6668078341176219,(0.745229704426337+0j),(0.6668078341176217+0j)
377,1,q1=Y,0.9999999999999991,0.9469068967987723,0.3215078984953857,(0.9469068967987719+0j),(0.3215078984953856+0j)
378,1,q2=Y,0.9999999999999991,0.990893151705398,0.13465051764974023,(0.9908931517053977+0j),(0.13465051764974023+0j)
379,1,q0a=X,0.9999999999999993,0.27430018229489495,0.9616441181606569,(0.2743001822948948+0j),(0.9616441181606565+0j)
380,3,q0b=X · q1b=Y · q2a=Z,0.17458673844850667,0.97686298188234,0.21386611379071516,(0.21386611379071505+0j),(0.9768629818823396+0j)
381,2,q1a=Y · q2a=X,0.9999999999999993,0.19838773040105498,0.9801236189513639,(0.19838773040105492+0j),(0.9801236189513636+0j)
382,1,q0b=Z,0.9999999999999996,0.8986599404420912,0.43864599786686437,(0.898659940442091+0j),(0.4386459978668642+0j)
383,1,q1=Z,0.9999999999999996,0.6483619149306565,0.7613322712636397,(0.6483619149306563+0j),(0.7613322712636394+0j)
384,1,q1a=X,0.9999999999999993,0.9991286681417799,0.04173612939927452,(0.9991286681417796+0j),(0.041736129399274444+0j)
385,1,q1b=X,0.9999999999999996,0.7222760104473754,0.6916049195402117,(0.7222760104473753+0j),(0.6916049195402115+0j)
386,1,q0=Z,0.9999999999999991,0.3711745215399666,0.9285631236268092,(0.37117452153996644+0j),(0.9285631236268088+0j)
387,1,q2=X,0.9999999999999991,0.8223103980334606,0.5690391983739359,(0.8223103980334603+0j),(0.5690391983739357+0j)
388,1,q1a=Y,0.9999999999999996,0.880249990402769,0.4745102258075427,(0.8802499904027687+0j),(0.47451022580754254+0j)
389,1,q1=X,0.9999999999999993,0.9946179280097635,0.10361070061323335,(0.9946179280097631+0j),(0.10361070061323333+0j)
390,1,q2=Y,0.9999999999999993,0.1649437224052956,0.9863029800416729,(0.16494372240529556+0j),(0.9863029800416727+0j)
391,1,q0=Y,0.9999999999999991,0.1715206293732954,0.9851805284816527,(0.17152062937329537+0j),(0.9851805284816524+0j)
392,1,q1a=X,0.9999999999999991,0.10107756893173608,0.9948785478935859,(0.10107756893173603+0j),(0.9948785478935855+0j)
393,1,q1a=X,0.9999999999999996,0.6057187555633503,0.7956788228668564,(0.6057187555633502+0j),(0.7956788228668562+0j)
394,1,q2b=X,0.9999999999999993,0.9439836358238127,0.3299922655106561,(0.9439836358238124+0j),(0.3299922655106559+0j)
395,1,q1a=X,0.9999999999999996,0.7875155364239849,0.6162947995000796,(0.7875155364239848+0j),(0.6162947995000794+0j)
396,1,q0a=X,0.9999999999999996,0.21771109790560106,0.9760132570046054,(0.21771109790560092+0j),(0.9760132570046051+0j)
397,1,q1a=Y,0.9999999999999993,0.9962336357748635,0.08670953206422419,(0.9962336357748631+0j),(0.08670953206422416+0j)
398,1,q1=X,0.9999999999999993,0.5743817025613875,0.8185876005429606,(0.5743817025613873+0j),(0.8185876005429604+0j)
399,1,q2=X,0.9999999999999996,0.1102548041856861,0.9939033545340191,(0.11025480418568608+0j),(0.9939033545340188+0j)
400,1,q1a=Y,0.9999999999999996,0.9836363753830699,0.1801651493026784,(0.9836363753830697+0j),(0.1801651493026783+0j)
401,1,q2b=Z,0.9999999999999993,0.22980499708298832,0.9732366943943738,(0.22980499708298832+0j),(0.9732366943943735+0j)
402,1,q0a=Z,0.9999999999999996,0.6775765171049267,0.7354522849702467,(0.6775765171049264+0j),(0.7354522849702465+0j)
403,1,q0=X,0.9999999999999996,0.807847468133183,0.5893916085513993,(0.8078474681331829+0j),(0.589391608551399+0j)
404,2,q2a=X · q2b=Z,0.9999999999999998,0.6167956794312687,0.7871233002744359,-0.6167956794312686j,-0.7871233002744357j
405,1,q2b=X,0.9999999999999993,0.714100290329421,0.7000434096193154,(0.7141002903294208+0j),(0.7000434096193151+0j)
406,1,q2b=Z,0.9999999999999991,0.8112959971988867,0.5846356172258615,(0.8112959971988863+0j),(0.5846356172258613+0j)
407,1,q1b=X,0.9999999999999991,0.8754838727070733,0.4832473369091909,(0.875483872707073+0j),(0.4832473369091907+0j)
408,1,q0a=X,0.9999999999999993,0.20871375120692806,0.9779767737820426,(0.20871375120692803+0j),(0.9779767737820422+0j)
409,1,q1b=Y,0.9999999999999996,0.8009378714088664,0.5987474644147015,(0.8009378714088662+0j),(0.5987474644147013+0j)
410,1,q1=Z,0.9999999999999993,0.1147768585927152,0.9933912989006839,(0.11477685859271522+0j),(0.9933912989006836+0j)
411,1,q2b=X,0.9999999999999993,0.8692049330068569,0.4944520041789148,(0.8692049330068565+0j),(0.49445200417891466+0j)
412,1,q1a=X,0.9999999999999996,0.7482195924783248,0.6634511597936729,(0.7482195924783246+0j),(0.6634511597936726+0j)
413,1,q1b=Z,0.9999999999999993,0.875764646038775,0.48273831912183957,(0.8757646460387748+0j),(0.4827383191218394+0j)
414,1,q1=X,0.9999999999999998,0.988970466828081,0.14811284799722024,(0.9889704668280808+0j),(0.14811284799722021+0j)
415,1,q0a=Z,0.9999999999999993,0.8189647583212982,0.5738438155349743,(0.8189647583212979+0j),(0.5738438155349741+0j)
416,1,q0a=Y,0.9999999999999996,0.37462991502232734,0.927174431684979,(0.37462991502232723+0j),(0.9271744316849787+0j)
417,1,q0b=X,0.9999999999999993,0.11362914644632341,0.9935232342919214,(0.11362914644632341+0j),(0.9935232342919209+0j)
418,1,q1b=Y,0.9999999999999991,0.9965916999043174,0.08249232498737646,(0.9965916999043171+0j),(0.08249232498737649+0j)
419,1,q2b=Z,0.9999999999999991,0.11925249557429975,0.9928639596134515,(0.11925249557429973+0j),(0.9928639596134512+0j)
420,1,q1b=Z,0.9999999999999996,0.9981679151560235,0.06050465397866009,(0.9981679151560233+0j),(0.06050465397866005+0j)
421,1,q2=Y,0.9999999999999991,0.999131637252009,0.04166499060505971,(0.9991316372520087+0j),(0.04166499060505968+0j)
422,1,q2=X,0.9999999999999991,0.7110747405309361,0.7031164294616233,(0.7110747405309358+0j),(0.703116429461623+0j)
423,1,q1a=Z,0.9999999999999993,0.32889179683110414,0.9443676116731279,(0.32889179683110403+0j),(0.9443676116731277+0j)
424,1,q0b=Z,0.9999999999999991,0.8331582527301961,0.5530346516336627,(0.8331582527301957+0j),(0.5530346516336626+0j)
425,1,q1b=Y,0.9999999999999996,0.9683529284667509,0.24958486718923417,(0.9683529284667506+0j),(0.24958486718923406+0j)
426,1,q2=X,0.9999999999999996,0.6654399610730157,0.7464513769879076,(0.6654399610730155+0j),(0.7464513769879074+0j)
427,2,q2a=Y · q2b=Z,0.9999999999999993,0.22481855958094482,0.9744006441233243,0.22481855958094465j,0.974400644123324j
428,1,q0a=X,0.9999999999999996,0.8319371335310106,0.5548698999334938,(0.8319371335310104+0j),(0.5548698999334936+0j)
429,1,q0b=Y,0.9999999999999996,0.7270695141302457,0.686563851089182,(0.7270695141302455+0j),(0.6865638510891818+0j)
430,2,q1=X · q2a=Y,0.9999999999999991,0.5785834448730105,0.8156231956724135,(0.5785834448730103+0j),(0.8156231956724131+0j)
431,1,q1=X,0.9999999999999991,0.3168486252295301,0.9484761191986631,(0.31684862522953+0j),(0.9484761191986628+0j)
432,1,q2a=Z,0.9999999999999993,0.8882832259514097,0.459296103285622,(0.8882832259514095+0j),(0.4592961032856218+0j)
433,1,q2a=Y,0.9999999999999991,0.6840231281242366,0.7294603211903538,(0.6840231281242364+0j),(0.7294603211903535+0j)
434,1,q1a=Y,0.9999999999999996,0.9672444835782508,0.2538466249282095,(0.9672444835782504+0j),(0.2538466249282094+0j)
435,1,q2=X,0.9999999999999993,0.5637519595292447,0.8259441434666976,(0.5637519595292445+0j),(0.8259441434666974+0j)
436,1,q0=Z,0.9999999999999991,0.6819654210317703,0.7313844163755201,(0.68196542103177+0j),(0.7313844163755199+0j)
437,1,q0a=Y,0.9999999999999993,0.956494954382038,0.2917488684497388,(0.9564949543820377+0j),(0.2917488684497387+0j)
438,1,q1=X,0.9999999999999993,0.08265546483211607,0.996578182649704,(0.08265546483211597+0j),(0.9965781826497037+0j)
439,1,q1=X,0.9999999999999993,0.04017467417564574,0.9991926718881002,(0.040174674175645755+0j),(0.9991926718880999+0j)
440,1,q0=Z,0.9999999999999991,0.20061940010022963,0.9796692586293723,(0.2006194001002296+0j),(0.9796692586293719+0j)
441,1,q1b=Y,0.9999999999999991,0.7793721704657619,0.6265612658818668,(0.7793721704657616+0j),(0.6265612658818666+0j)
442,1,q0=Y,0.9999999999999993,0.010142463029494213,0.9999485638990114,(0.010142463029494168+0j),(0.9999485638990111+0j)
443,1,q2b=Y,0.9999999999999996,0.44585836307709403,0.8951035247803543,(0.4458583630770939+0j),(0.8951035247803539+0j)
444,2,q0b=Z · q2b=Z,0.019953853849165756,0.9974900502542977,0.0708067768202913,(0.07080677682029121+0j),(0.9974900502542974+0j)
445,1,q0=Z,0.9999999999999993,0.9955878940377567,0.0938336040310957,(0.9955878940377564+0j),(0.09383360403109567+0j)
446,1,q0=Z,0.9999999999999996,0.6673019272111534,0.7447873105392442,(0.6673019272111532+0j),(0.744787310539244+0j)
447,1,q2a=Y,0.9999999999999991,0.8115638140013673,0.5842637895707332,(0.811563814001367+0j),(0.584263789570733+0j)
448,1,q0b=X,0.9999999999999993,0.049064032333051184,0.9987956351182264,(0.04906403233305113+0j),(0.9987956351182261+0j)
449,1,q0a=Z,0.9999999999999991,0.9007417798406554,0.4343549770055458,(0.9007417798406551+0j),(0.4343549770055456+0j)
450,1,q0a=Z,0.9999999999999989,0.2069338173806239,0.9783549433739692,(0.20693381738062389+0j),(0.9783549433739688+0j)
451,1,q1b=Z,0.9999999999999993,0.03785101104029765,0.9992833937193328,(0.037851011040297686+0j),(0.9992833937193325+0j)
452,2,q2a=Y · q2b=Y,0.8492282997919413,0.9801876956729639,0.19807089955701493,(-0.9801876956729635+0j),(0.19807089955701487+0j)
453,2,q1=Y · q1a=Z,0.9999999999999993,0.04427597916268043,0.9990193379855997,0.044275979162680425j,0.9990193379855994j
454,1,q0b=Y,0.9999999999999991,0.8214406440423515,0.5702940191824624,(0.8214406440423512+0j),(0.5702940191824621+0j)
455,1,q2=X,0.9999999999999991,0.9900781990766229,0.14051747120266236,(0.9900781990766225+0j),(0.1405174712026624+0j)
456,1,q0a=Z,0.9999999999999991,0.7643977131738664,0.6447450163394545,(0.7643977131738661+0j),(0.6447450163394542+0j)
457,1,q0b=X,0.9999999999999996,0.9984738693036744,0.05522619231622772,(0.9984738693036741+0j),(0.055226192316227704+0j)
458,1,q2a=X,0.9999999999999991,0.038104536715458735,0.9992737584274393,(0.03810453671545873+0j),(0.9992737584274389+0j)
